Yil,Marka,Model,Yakit,Sanziman,Km,Boya,Degisen,Kaput_Tavan,Fiyat,beygir,Tramer,Hafta
2013,DACIA,LODGY,DIESEL,MANUAL,70797,0,0,1,36800,66.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,71845,3,0,0,36400,55.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,89319,0,1,0,36200,55.0,2269,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,157355,0,1,0,37200,66.0,0,9
2013,FORD,FIESTA,DIESEL,MANUAL,68250,3,1,0,37000,55.0,1644,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,84131,0,1,0,36700,55.0,870,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,76247,1,1,0,35000,55.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,87104,1,0,0,37800,55.0,260,9
2013,DACIA,LODGY,DIESEL,MANUAL,66283,0,0,0,37600,66.0,0,9
2013,DACIA,LODGY,DIESEL,MANUAL,50785,1,0,0,37600,66.0,688,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,77993,1,0,0,36800,55.0,1328,9
2013,RENAULT,CLIO,DIESEL,MANUAL,84135,1,0,0,36700,55.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,89097,0,0,0,36300,55.0,426,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,109330,0,0,0,36000,55.0,1128,9
2013,FORD,TRANSIT,DIESEL,MANUAL,115509,7,2,0,41000,114.0,8794,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,91445,3,2,0,40900,81.0,14537,9
2013,FORD,FIESTA,DIESEL,MANUAL,85598,2,0,1,38000,55.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,79250,3,1,0,37500,78.39803988995874,5424,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,146520,4,0,0,36400,66.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,67720,1,0,0,37400,55.0,1759,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,108660,3,0,1,37200,66.0,5810,9
2013,RENAULT,CLIO,DIESEL,MANUAL,86962,0,0,1,37000,55.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,55094,1,0,0,37000,55.0,2597,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,74459,1,1,0,36300,55.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,180780,4,2,0,39300,81.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,68186,0,1,0,37000,55.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,73160,5,2,0,38100,66.0,0,9
2013,RENAULT,CLIO,DIESEL,MANUAL,77347,0,0,0,37600,55.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,153228,1,0,1,37300,66.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,114671,2,2,0,35200,66.0,0,9
2015,RENAULT,CLIO,DIESEL,MANUAL,43308,2,2,0,38300,55.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,110664,0,0,0,37600,66.0,7028,9
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,140351,5,1,0,41100,81.0,8308,9
2013,FORD,FIESTA,DIESEL,MANUAL,62453,1,0,0,40900,55.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,62834,0,0,0,39700,55.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,63505,0,0,0,38800,55.0,407,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,144891,0,0,0,38100,66.0,1951,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,147020,1,0,0,37900,66.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,106675,2,0,0,37400,66.0,4390,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,137156,2,2,0,42300,81.0,4954,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,76404,1,1,0,39100,66.0,4797,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,100781,3,0,0,38500,66.0,2100,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,142429,0,0,0,38700,66.0,0,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,53683,0,0,0,38500,55.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,112416,1,0,0,37900,66.0,2767,9
2013,RENAULT,CLIO_III,DIESEL,MANUAL,53314,0,0,0,37600,55.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,78978,0,1,0,41100,66.0,4237,9
2012,FORD,FOCUS,DIESEL,MANUAL,187562,4,0,0,40400,70.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,137406,0,0,0,39500,66.0,1441,9
2014,RENAULT,FLUENCE,DIESEL,MANUAL,97100,3,4,0,40700,66.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,48519,2,3,0,40100,81.0,1248,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,129552,1,0,0,38800,66.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,92379,4,4,0,41200,81.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,110817,0,0,0,40300,66.0,0,9
2013,RENAULT,MEGANE_III,DIESEL,AUTOMATIC,115550,5,0,0,40500,81.0,1437,9
2013,RENAULT,MEGANE_III,DIESEL,AUTOMATIC,78615,4,3,0,40500,81.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,83095,5,1,0,39500,81.0,0,9
2013,RENAULT,FLUENCE,DIESEL,MANUAL,94965,0,0,1,41500,66.0,637,9
2014,RENAULT,FLUENCE,DIESEL,MANUAL,90735,3,3,0,41500,66.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,78517,1,0,0,40400,66.0,0,9
2014,RENAULT,FLUENCE,DIESEL,MANUAL,100022,1,3,0,40800,66.0,0,9
2016,PEUGEOT,301,DIESEL,MANUAL,29007,0,1,0,39000,68.0,0,9
2013,FORD,FOCUS,BENZIN,AUTOMATIC,50959,1,4,0,41000,92.0,0,9
2014,PEUGEOT,208,DIESEL,AUTOMATIC,57456,3,0,0,44200,50.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,91971,3,0,0,43400,81.0,0,9
2013,RENAULT,MEGANE_III,DIESEL,AUTOMATIC,68514,2,1,0,42100,81.0,0,9
2011,VOLKSWAGEN,PASSAT,BENZIN,MANUAL,136190,1,2,0,48000,90.0,15623,9
2014,DACIA,DUSTER,DIESEL,MANUAL,100933,2,2,0,43400,81.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,86150,1,1,1,42700,81.0,0,9
2014,RENAULT,FLUENCE,DIESEL,MANUAL,63952,3,2,0,40500,66.0,0,9
2015,RENAULT,FLUENCE,DIESEL,MANUAL,70405,6,0,0,45100,66.0,4629,9
2015,RENAULT,FLUENCE,DIESEL,MANUAL,61145,4,0,0,44700,66.0,8017,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,102619,0,0,0,43700,81.0,0,9
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,71242,2,2,1,42400,81.0,10695,9
2014,RENAULT,FLUENCE,DIESEL,MANUAL,49541,3,2,0,41000,66.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,90382,2,0,1,46600,81.0,3764,9
2014,HYUNDAI,ACCENT_BLUE,DIESEL,AUTOMATIC,82489,0,0,0,44800,94.0,221,9
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,121119,1,0,0,43200,81.0,2063,9
2013,OPEL,ASTRA,DIESEL,MANUAL,155817,0,0,0,44600,70.0,863,9
2016,NISSAN,MICRA,BENZIN,AUTOMATIC,12132,0,0,0,46500,59.0,0,9
2014,HYUNDAI,I30,DIESEL,MANUAL,59873,4,2,0,47100,94.0,10223,9
2015,RENAULT,FLUENCE,DIESEL,MANUAL,57069,2,1,0,44800,66.0,3417,9
2016,PEUGEOT,208,BENZIN,AUTOMATIC,17068,0,0,0,46100,60.0,0,9
2013,CITROEN,C4,DIESEL,AUTOMATIC,108215,1,0,1,45200,84.0,0,9
2014,RENAULT,FLUENCE,DIESEL,MANUAL,64697,3,0,0,43800,81.0,314,9
2014,FORD,FOCUS,DIESEL,MANUAL,143279,0,1,0,47400,70.0,5112,9
2013,FIAT,500L,DIESEL,MANUAL,87100,0,1,0,49000,77.0,4758,9
2015,RENAULT,FLUENCE,DIESEL,MANUAL,59510,1,1,1,45600,66.0,2340,9
2013,KIA,CEE'D,DIESEL,AUTOMATIC,160891,3,0,0,49200,94.0,2329,9
2014,DACIA,DUSTER,DIESEL,MANUAL,98728,3,0,0,50500,81.0,0,9
2012,TOYOTA,AURIS,BENZIN,AUTOMATIC,44400,1,0,1,50000,78.39803988995874,0,9
2014,DACIA,DUSTER,DIESEL,MANUAL,107090,2,0,0,48600,81.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,40027,0,0,0,47700,81.0,0,9
2014,FORD,FOCUS,BENZIN,AUTOMATIC,92792,1,1,1,46500,92.0,0,9
2013,PEUGEOT,508,DIESEL,AUTOMATIC,110096,4,0,0,53800,84.0,0,9
2014,RENAULT,FLUENCE,DIESEL,AUTOMATIC,93827,3,0,0,51000,81.0,0,9
2015,RENAULT,FLUENCE,DIESEL,AUTOMATIC,61841,0,0,0,56300,81.0,0,9
2016,RENAULT,FLUENCE,DIESEL,MANUAL,28869,0,0,0,54300,66.0,0,9
2013,RENAULT,FLUENCE,DIESEL,AUTOMATIC,28518,4,0,0,53300,81.0,0,9
2015,RENAULT,MEGANE_IV,DIESEL,MANUAL,52535,0,0,0,55300,81.0,0,9
2015,RENAULT,CLIO,DIESEL,AUTOMATIC,18745,0,0,0,58700,66.0,0,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,117227,9,0,0,58600,77.0,6225,9
2014,PEUGEOT,508,DIESEL,AUTOMATIC,70191,4,0,0,57000,84.0,4069,9
2014,CITROEN,C5,DIESEL,AUTOMATIC,62925,5,0,0,54300,84.0,0,9
2013,PEUGEOT,508,DIESEL,AUTOMATIC,149979,1,1,0,57500,84.0,3341,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,135386,5,0,1,60000,77.0,0,9
2014,TOYOTA,COROLLA,DIESEL,AUTOMATIC,83092,4,0,1,58500,66.0,2962,9
2015,CITROEN,C5,DIESEL,AUTOMATIC,76833,4,0,0,59300,84.0,0,9
2016,FIAT,EGEA,DIESEL,MANUAL,23930,0,0,0,61600,88.0,0,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,74568,3,2,0,60300,77.0,1773,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,108463,2,1,0,61600,77.0,0,9
2014,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,100994,5,0,0,66100,77.0,4549,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,49735,2,1,0,60100,77.0,12376,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,69250,2,1,0,63600,77.0,717,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,77659,4,0,0,63200,77.0,0,9
2015,TOYOTA,COROLLA,DIESEL,AUTOMATIC,6530,0,1,0,65000,66.0,4749,9
2015,FORD,FOCUS,DIESEL,AUTOMATIC,35910,3,1,0,62500,88.0,0,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,50588,2,0,0,65800,77.0,2228,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,61547,1,0,0,67100,77.0,1546,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,36563,4,0,0,65600,77.0,0,9
2015,SKODA,OCTAVIA,DIESEL,AUTOMATIC,85813,1,0,0,68600,77.0,1136,9
2013,VOLKSWAGEN,JETTA,DIESEL,AUTOMATIC,48253,0,0,1,67000,77.0,2114,9
2016,OPEL,ASTRA,DIESEL,AUTOMATIC,17667,1,0,0,68700,100.0,3311,9
2016,SKODA,OCTAVIA,DIESEL,AUTOMATIC,44633,2,0,0,72100,81.0,0,9
2013,VOLKSWAGEN,PASSAT,BENZIN,AUTOMATIC,101797,1,1,0,73500,118.0,3675,9
2013,FORD,MONDEO,DIESEL,AUTOMATIC,146198,3,0,0,69000,120.0,0,9
2016,SKODA,OCTAVIA,DIESEL,AUTOMATIC,44602,0,0,0,74600,81.0,0,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,167190,4,0,0,79000,77.0,2349,9
2013,AUDI,A4,DIESEL,AUTOMATIC,95240,7,2,0,84000,105.0,10580,9
2014,MERCEDES_BENZ,A_SERISI,BENZIN,AUTOMATIC,77351,0,0,0,79500,90.0,773,9
2013,VOLVO,S60,DIESEL,AUTOMATIC,44230,2,0,0,82500,84.0,5925,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,60029,6,0,1,78400,77.0,5378,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,131237,1,0,0,82200,77.0,1586,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,41664,3,2,0,81000,77.0,0,9
2014,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,59854,4,1,0,78500,88.0,0,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,47210,5,1,0,82300,77.0,4174,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,37083,1,0,0,82900,77.0,480,9
2015,AUDI,A3,DIESEL,AUTOMATIC,33204,2,2,1,83000,81.0,0,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,84398,0,0,0,90900,77.0,0,9
2014,NISSAN,QASHQAI,DIESEL,AUTOMATIC,43182,0,0,0,94600,96.0,0,9
2012,MERCEDES_BENZ,C_SERISI,BENZIN,AUTOMATIC,48306,2,1,0,92000,115.0,0,9
2013,AUDI,A4,DIESEL,AUTOMATIC,60291,3,0,0,92300,105.0,1700,9
2013,BMW,3_Serisi,BENZIN,AUTOMATIC,70196,3,0,0,95600,125.0,0,9
2013,VOLKSWAGEN,PASSAT,DIESEL,AUTOMATIC,36899,3,0,0,89200,77.0,0,9
2015,AUDI,A3,DIESEL,AUTOMATIC,25362,0,0,0,88200,81.0,0,9
2013,AUDI,A4,DIESEL,AUTOMATIC,102810,7,0,1,92400,110.0,6070,9
2015,VOLVO,S60,DIESEL,AUTOMATIC,47358,0,0,0,90300,84.0,0,9
2011,MERCEDES_BENZ,C_SERISI,BENZIN,AUTOMATIC,71000,0,0,0,94600,115.0,894,9
2011,MERCEDES_BENZ,C_SERISI,BENZIN,AUTOMATIC,79000,0,0,0,95800,115.0,0,9
2015,MERCEDES_BENZ,A_SERISI,BENZIN,AUTOMATIC,42144,0,0,0,98200,90.0,574,9
2015,BMW,2_Serisi,BENZIN,AUTOMATIC,18704,0,0,0,95000,100.0,0,9
2012,BMW,3_Serisi,DIESEL,AUTOMATIC,150487,6,0,0,106000,135.0,4321,9
2014,AUDI,A4,DIESEL,AUTOMATIC,61843,4,0,0,109600,130.0,6647,9
2011,AUDI,A5,DIESEL,AUTOMATIC,151931,1,0,0,112500,105.0,4109,9
2014,BMW,3_Serisi,BENZIN,AUTOMATIC,25609,3,1,0,115500,125.0,303,9
2015,MERCEDES_BENZ,CLA_SERISI,DIESEL,MANUAL,19400,1,1,0,118500,80.0,12780,9
2013,AUDI,A5,BENZIN,AUTOMATIC,91704,2,1,0,125200,165.0,13041,9
2014,BMW,3_Serisi,DIESEL,AUTOMATIC,93301,1,0,0,139000,135.0,0,9
2013,BMW,5_Serisi,DIESEL,AUTOMATIC,127035,4,0,0,154000,135.0,0,9
2016,MERCEDES_BENZ,C_SERISI,BENZIN,AUTOMATIC,12080,0,0,0,164000,115.0,1450,9
2014,AUDI,A6,DIESEL,AUTOMATIC,159999,0,0,0,170000,140.0,348,9
2014,BMW,X5,DIESEL,AUTOMATIC,39170,0,0,0,310300,160.0,0,9
2015,DACIA,DUSTER,DIESEL,MANUAL,84700,1,0,1,50500,81.0,0,9
2013,DACIA,LODGY,DIESEL,MANUAL,55811,1,0,0,36700,66.0,1167,9
2011,FIAT,DOBLO,DIESEL,MANUAL,211638,5,2,0,15000,68.0,0,9
2011,FIAT,DOBLO,DIESEL,MANUAL,223519,6,3,0,15000,66.0,0,9
2011,FIAT,DUCATO,DIESEL,MANUAL,229935,0,1,0,25800,88.0,0,9
2012,FIAT,LINEA,DIESEL,MANUAL,185649,4,0,2,23000,70.0,0,9
2013,FIAT,LINEA,DIESEL,MANUAL,99957,6,5,0,20700,70.0,0,9
2012,FORD,FIESTA,DIESEL,MANUAL,138842,2,5,0,26000,51.0,9201,9
2014,FORD,TOURNEO,DIESEL,MANUAL,64283,0,0,0,38200,70.0,0,9
2009,FORD,TRANSIT,DIESEL,MANUAL,176926,2,2,0,22100,55.0,0,9
2009,FORD,TRANSIT,DIESEL,MANUAL,199660,3,2,0,20600,55.0,0,9
2012,FORD,TRANSIT,DIESEL,MANUAL,227083,2,5,2,22600,66.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,43793,6,1,0,40200,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,54807,5,0,0,39300,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,79476,1,2,0,48500,100.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,125138,1,1,0,43500,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,152301,1,1,0,41100,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,31147,0,0,0,49900,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,130884,2,0,0,40800,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,38555,0,0,0,48900,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,111732,0,0,0,44100,114.0,0,9
2013,FORD,TRANSIT,DIESEL,MANUAL,81561,0,0,0,46400,114.0,0,9
2015,FORD,TRANSIT,DIESEL,MANUAL,45354,0,0,0,47300,70.0,0,9
2012,HYUNDAI,ACCENT_BLUE,DIESEL,AUTOMATIC,130881,3,1,0,37700,94.0,0,9
2013,HYUNDAI,ACCENT_BLUE,DIESEL,MANUAL,105990,0,1,0,34500,94.0,0,9
2012,OPEL,ASTRA,BENZIN,AUTOMATIC,25589,0,1,0,44500,85.0,0,9
2013,RENAULT,CLIO,DIESEL,MANUAL,168122,0,0,0,35000,55.0,0,9
